sample_code,date_sampling,sample_level,county,measurement,replicate,quality_score,detected_of_3_TechReps,value,gmean_value,gstd_value,gmean_value_upper,gmean_value_lower
D2,2021-03-17,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 95.0]","[3, 3]","[59.69125933845311, 57.173334592514394]",58.4187328038355,1.0309439924778554,60.22644163228323,56.66528272154448
D2,2021-03-17,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[95.0, 95.0]","[3, 3]","[39099.63248335947, 40586.20392486312]",39835.98445321555,1.0267369728969569,40901.078089864764,38798.62662471149
D2,2021-03-18,Influent,County 10,N1_per_PMMoV,"['1', '2']","[80.0, 95.0]","[3, 3]","[0.0002467794387747614, 0.0008131800627157432]",0.0004479688822896,2.323779247054056,0.0010409807919906,0.0001927760060933
D2,2021-03-18,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[80.0, 95.0]","[3, 3]","[4.217333703117532, 20.706915964463843]",9.34494379782756,3.0808145331668046,28.790038663974144,3.0332704864975386
D2,2021-03-18,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[80.0, 95.0]","[3, 3]","[17089.485753173885, 25464.121556681832]",20860.69851562985,1.3257776258534342,27656.647351696007,15734.688916779189
D2,2021-03-20,Influent,County 10,N1_per_PMMoV,"['1', '2']","[100.0, 80.0]","[3, 3]","[0.00015126486934757043, nan]",0.0001512648693475,,,
D2,2021-03-20,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[100.0, 80.0]","[3, 3]","[39.16355857921312, 52.392270656908714]",45.29754696415507,1.228479016995367,55.64708596682669,36.872869896422415
D2,2021-03-20,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[100.0, 80.0]","[3, 3]","[258907.16561044083, nan]",258907.16561044063,,,
D2,2021-03-21,Influent,County 10,N1_per_PMMoV,"['1', '2']","[100.0, 80.0]","[3, 3]","[0.0002841419234333427, nan]",0.0002841419234333,,,
D2,2021-03-21,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[100.0, 80.0]","[3, 3]","[58.16977660227252, 64.62281348953935]",61.31145589607889,1.0772254969011248,66.04626354338498,56.91608309722962
D2,2021-03-21,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[100.0, 80.0]","[3, 3]","[204720.85181727383, nan]",204720.8518172737,,,
D2,2021-03-23,Influent,County 10,N1_per_PMMoV,"['1', '2']","[85.0, 90.0]","[3, 3]","[0.0012832766678444896, 0.0015045279196502516]",0.0013895055147093,1.1190433310626065,0.0015549168797102,0.0012416905370321
D2,2021-03-23,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[85.0, 90.0]","[3, 3]","[33.18903393105787, 33.082057789068124]",33.1355026892697,1.0022854619286303,33.211232619152064,33.059945442598035
D2,2021-03-23,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[85.0, 90.0]","[3, 3]","[25862.726848143546, 21988.330928919222]",23846.97458088182,1.1216008619922373,26746.78724582402,21261.551581302963
D2,2021-03-24,Influent,County 10,N1_per_PMMoV,"['1', '2']","[75.0, 85.0]","[3, 3]","[nan, 0.0012575183938962886]",0.0012575183938962,,,
D2,2021-03-24,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[75.0, 85.0]","[3, 3]","[43.430191266026036, 33.25206345863266]",38.00188779519318,1.2078288383253792,45.89977598983958,31.462974379616345
D2,2021-03-24,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[75.0, 85.0]","[3, 3]","[nan, 26442.60602471558]",26442.606024715573,,,
D2,2021-03-25,Influent,County 10,N1_per_PMMoV,"['1', '2']","[70.0, 95.0]","[3, 3]","[nan, 0.0020657017038109714]",0.0020657017038109,,,
D2,2021-03-25,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[70.0, 95.0]","[3, 3]","[14.3998599505705, 62.354101158584356]",29.964818104359004,2.81889073808047,84.4675482226436,10.630003390895387
D2,2021-03-25,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[70.0, 95.0]","[3, 3]","[nan, 30185.4333776985]",30185.433377698508,,,
D2,2021-03-27,Influent,County 10,N1_per_PMMoV,"['1', '2']","[95.0, 75.0]","[3, 3]","[0.0003719646463793451, nan]",0.0003719646463793,,,
D2,2021-03-27,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 75.0]","[3, 3]","[19.938179920781355, 17.28868144739132]",18.566228515537635,1.1060802167873405,20.535738061389168,16.78560762027195
D2,2021-03-27,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[95.0, 75.0]","[3, 3]","[53602.352037638455, nan]",53602.3520376385,,,
D2,2021-03-28,Influent,County 10,N1_per_PMMoV,"['1', '2']","[100.0, 75.0]","[3, 3]","[0.00033817714547571735, nan]",0.0003381771454757,,,
D2,2021-03-28,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[100.0, 75.0]","[3, 3]","[31.35159549744898, 20.04421651089513]",25.06827014600075,1.3720502957726748,34.39492746832964,18.270664146377715
D2,2021-03-28,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[100.0, 75.0]","[3, 3]","[92707.61172623407, nan]",92707.6117262341,,,
D2,2021-03-29,Influent,County 10,N1_per_PMMoV,"['1', '2']","[75.0, 82.5]","[3, 3]","[nan, 0.0012703713825891892]",0.0012703713825891,,,
D2,2021-03-29,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[75.0, 82.5]","[3, 3]","[39.537617642833816, 55.707421719064556]",46.93121285239143,1.274353778508466,59.8069684284301,36.8274600380758
D2,2021-03-29,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[75.0, 82.5]","[3, 3]","[nan, 43851.288278806525]",43851.288278806525,,,
D2,2021-03-30,Influent,County 10,N1_per_PMMoV,"['2', '3']","[85.0, 85.0]","[3, 3]","[0.00019027140806096183, 0.0012864812737937378]",0.0004947530731676,3.862956315586069,0.0019112095086484,0.0001280762796025
D2,2021-03-30,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['2', '3']","[85.0, 85.0]","[3, 3]","[23.185417971063117, 8.734552739864217]",14.230750368973746,1.994321048322567,28.38068499426848,7.135636652355095
D2,2021-03-30,Influent,County 10,pmmov_gc_per_mL,"['2', '3']","[85.0, 85.0]","[3, 3]","[121854.45100419212, 6789.490774402545]",28763.339008412226,7.703975088923883,221592.04719508035,3733.571133915748
D2,2021-03-31,Influent,County 10,N1_per_PMMoV,"['1', '2']","[80.0, 60.0]","[3, 3]","[0.00010128366637999963, nan]",0.0001012836663799,,,
D2,2021-03-31,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[80.0, 60.0]","[3, 3]","[28.01231060580909, 25.250649084733514]",26.5956580132894,1.07615249965325,28.62098385092438,24.713651663550337
D2,2021-03-31,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[80.0, 60.0]","[3, 3]","[276572.83357724745, nan]",276572.8335772475,,,
D2,2021-04-03,Influent,County 10,N1_per_PMMoV,"['1', '2']","[100.0, 75.0]","[3, 1]","[0.0004468143754880235, nan]",0.000446814375488,,,
D2,2021-04-03,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[100.0, 75.0]","[3, 1]","[22.118741159952755, 3.237661284878835]",8.462445977602162,3.891357317066485,32.930401075222015,2.1746771853841502
D2,2021-04-03,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[100.0, 75.0]","[3, 1]","[49503.19947918871, nan]",49503.1994791887,,,
D2,2021-04-04,Influent,County 10,N1_per_PMMoV,"['1', '2']","[90.0, 65.0]","[3, 3]","[0.0002719237650741242, nan]",0.0002719237650741,,,
D2,2021-04-04,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 65.0]","[3, 3]","[16.778308766464452, 6.426560120011673]",10.383968894396912,1.971063499874079,20.46746207157355,5.268206171470524
D2,2021-04-04,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[90.0, 65.0]","[3, 3]","[61702.25232756255, nan]",61702.2523275626,,,
D2,2021-04-05,Influent,County 10,N1_per_PMMoV,"['1', '2']","[95.0, 70.0]","[3, 3]","[9.77154035194004e-05, nan]",9.771540351940032e-05,,,
D2,2021-04-05,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 70.0]","[3, 3]","[6.68575390682161, 25.218357107798894]",12.98474988427151,2.556783846076447,33.19919874944841,5.078548155018057
D2,2021-04-05,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[95.0, 70.0]","[3, 3]","[68420.67541065029, nan]",68420.67541065034,,,
D2,2021-04-06,Influent,County 10,N1_per_PMMoV,"['1', '2']","[95.0, 70.0]","[3, 3]","[0.00014187305106055375, nan]",0.0001418730510605,,,
D2,2021-04-06,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 70.0]","[3, 3]","[14.51088314001894, 35.51136628665509]",22.70024859617313,1.8829279143934927,42.74293174540609,12.05582456059401
D2,2021-04-06,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[95.0, 70.0]","[3, 3]","[102280.75756138815, nan]",102280.75756138812,,,
D2,2021-04-07,Influent,County 10,N1_per_PMMoV,"['1', '2']","[90.0, 85.0]","[3, 3]","[0.0006284827390584223, 0.0008047427978669322]",0.0007111729450991,1.191016097916504,0.0008470184260157,0.0005971144691857
D2,2021-04-07,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 85.0]","[3, 3]","[8.083265723314526, 14.837436300360554]",10.951481190622898,1.5364377819770458,16.826269469883982,7.127839030703107
D2,2021-04-07,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[90.0, 85.0]","[3, 3]","[12861.555649761645, 18437.488772423894]",15399.181403191062,1.2900226828712078,19865.293307764943,11937.140026807168
D2,2021-04-10,Influent,County 10,N1_per_PMMoV,"['1', '2']","[90.0, 95.0]","[3, 3]","[0.00017937663168766157, 0.0006237667208865452]",0.000334498390656,2.413937522719145,0.0008074582164938,0.0001385696139638
D2,2021-04-10,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 95.0]","[3, 3]","[9.747475266330508, 18.836654642158642]",13.550270300804002,1.593351069506334,21.59033767588597,8.504259080205259
D2,2021-04-10,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[90.0, 95.0]","[3, 3]","[54340.8312143091, 30198.235993395963]",40509.224197545416,1.5150066855429754,61371.74548544057,26738.64385161244
D2,2021-04-11,Influent,County 10,N1_per_PMMoV,"['1', '2']","[95.0, 95.0]","[3, 3]","[0.001417357966586479, 0.0010537456783759481]",0.0012221026274426,1.2332058420181111,0.0015071040997079,0.0009909964628797
D2,2021-04-11,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 95.0]","[3, 3]","[39.940581145904204, 14.923958105299581]",24.414576787706,2.005901557738502,48.97323760998574,12.171373362525092
D2,2021-04-11,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[95.0, 95.0]","[3, 3]","[28179.60041674995, 14162.770402342865]",19977.517631882984,1.6265748096488857,32494.92693933732,12281.954394827591
D2,2021-04-12,Influent,County 10,N1_per_PMMoV,"['1', '2']","[100.0, 95.0]","[2, 3]","[0.0007979311557266844, 0.0016676722356443506]",0.0011535543482476,1.6841349763307858,0.0019427412249822,0.0006849536197869
D2,2021-04-12,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[100.0, 95.0]","[2, 3]","[19.699642773744852, 31.03794566415631]",24.727240889650066,1.3791368314254988,34.102248650447024,17.929505126834716
D2,2021-04-12,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[100.0, 95.0]","[2, 3]","[24688.399033377984, 18611.53828717665]",21435.6964864408,1.221151475296354,26176.23238842205,17553.675297520887
D2,2021-04-13,Influent,County 10,N1_per_PMMoV,"['1', '2']","[95.0, 90.0]","[3, 3]","[0.0008440637216983865, 0.0019247365616679648]",0.0012745980956875,1.791189120938435,0.0022830462425644,0.0007115932543291
D2,2021-04-13,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 90.0]","[3, 3]","[24.036174842582227, 42.76333780664847]",32.0603659425935,1.5028738575295133,48.18268583795332,21.33270585682797
D2,2021-04-13,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[95.0, 90.0]","[3, 3]","[28476.73016228885, 22217.76146320514]",25153.31385717976,1.1918426233608617,29978.79157376024,21104.559749885648
D2,2021-04-14,Influent,County 10,N1_per_PMMoV,"['1', '2']","[90.0, 70.0]","[3, 3]","[0.0006535360508826894, nan]",0.0006535360508826,,,
D2,2021-04-14,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 70.0]","[3, 3]","[16.154615844561302, 22.473365407056253]",19.053833863174283,1.2629290252524692,24.063639828141188,15.087018733586612
D2,2021-04-14,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[90.0, 70.0]","[3, 3]","[24718.783030778937, nan]",24718.78303077895,,,
D2,2021-04-17,Influent,County 10,N1_per_PMMoV,['1'],[95.0],[3],[0.0009471889156517908],0.0009471889156517,,,
D2,2021-04-17,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,['1'],[95.0],[3],[15.0567070540321],15.0567070540321,,,
D2,2021-04-17,Influent,County 10,pmmov_gc_per_mL,['1'],[95.0],[3],[15896.202758740164],15896.202758740168,,,
D2,2021-04-18,Influent,County 10,N1_per_PMMoV,"['1', '2']","[95.0, 90.0]","[3, 3]","[0.0006355713546874783, 0.0005583716186826381]",0.0005957222558417,1.0958935683679587,0.0006528481887106,0.0005435949922846
D2,2021-04-18,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 90.0]","[3, 3]","[14.839459892852236, 11.439163388845957]",13.02885283962342,1.202042761237493,15.66123824309789,10.838926251018162
D2,2021-04-18,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[95.0, 90.0]","[3, 3]","[23348.22012258413, 20486.64904536926]",21870.68337947876,1.096860859424164,23989.09656780885,19939.341614359862
D2,2021-04-19,Influent,County 10,N1_per_PMMoV,['1'],[90.0],[3],[0.0012374967083052166],0.0012374967083052,,,
D2,2021-04-19,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,['1'],[90.0],[3],[51.29221055179005],51.29221055179005,,,
D2,2021-04-19,Influent,County 10,pmmov_gc_per_mL,['1'],[90.0],[3],[41448.36120173285],41448.361201732834,,,
D2,2021-04-20,Influent,County 10,N1_per_PMMoV,"['1', '2']","[90.0, 75.0]","[3, 3]","[0.0003380830132350634, nan]",0.000338083013235,,,
D2,2021-04-20,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 75.0]","[3, 3]","[22.20133820396759, 19.645770928954068]",20.884501542325204,1.0903212978859929,22.77081682733004,19.154447026594674
D2,2021-04-20,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[90.0, 75.0]","[3, 3]","[65668.30433604594, nan]",65668.30433604599,,,
D2,2021-04-21,Influent,County 10,N1_per_PMMoV,"['1', '2']","[95.0, 80.0]","[3, 3]","[0.0007301865422140747, nan]",0.000730186542214,,,
D2,2021-04-21,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 80.0]","[3, 3]","[14.484175650346305, 18.052351211684012]",16.170139945336693,1.1684972278682726,18.894763700367943,13.838406766986006
D2,2021-04-21,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[95.0, 80.0]","[3, 3]","[19836.267601464315, nan]",19836.267601464304,,,
D2,2021-04-24,Influent,County 10,N1_per_PMMoV,"['1', '2']","[100.0, 95.0]","[3, 3]","[0.0026561548989929434, 0.002478789243146436]",0.002565940021075,1.0500813813699694,0.0026944458418429,0.0024435630100663
D2,2021-04-24,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[100.0, 95.0]","[3, 3]","[24.910601882972102, 28.26293849760537]",26.533880397649583,1.0933843453310594,29.011729447676725,24.267660782737423
D2,2021-04-24,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[100.0, 95.0]","[3, 3]","[9378.444718121193, 11401.912678033885]",10340.803050623594,1.1481425437135393,11872.7159185837,9006.549846308644
D2,2021-04-25,Influent,County 10,N1_per_PMMoV,"['1', '2']","[85.0, 90.0]","[3, 3]","[0.00029082050273535916, 0.00043961698321326605]",0.0003575606690746,1.3393371536570042,0.000478894288778,0.0002669683791704
D2,2021-04-25,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[85.0, 90.0]","[3, 3]","[3.720550464268708, 7.475274885978112]",5.273721404052558,1.6378249177774389,8.6374323249735,3.2199543106286983
D2,2021-04-25,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[85.0, 90.0]","[3, 3]","[12793.288056634488, 17004.063017173572]",14749.165275088157,1.2228623041669726,18036.1982328338,12061.18237910314
D2,2021-04-26,Influent,County 10,N1_per_PMMoV,"['1', '2']","[95.0, 95.0]","[3, 3]","[0.0026018085652883267, 0.004253532783512356]",0.0033266917544126,1.4156282733535388,0.0047093589042786,0.0023499754964146
D2,2021-04-26,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 95.0]","[3, 3]","[28.28183376154964, 53.24559972997517]",38.80571092116687,1.5642136972839698,60.70042455573135,24.808445923052176
D2,2021-04-26,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[95.0, 95.0]","[3, 3]","[10870.067129022425, 12517.970929098517]",11664.955392904514,1.1049607631659129,12889.318013240105,10556.895576529165
D2,2021-04-28,Influent,County 10,N1_per_PMMoV,"['1', '2']","[100.0, 100.0]","[3, 3]","[0.0008784176515647618, 0.001030432445277417]",0.0009513937400869,1.119477993370096,0.0010650643550574,0.0008498547945751
D2,2021-04-28,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[100.0, 100.0]","[3, 3]","[28.432883497944253, 29.367375171376956]",28.896351965052297,1.0231298779868827,29.56472106026997,28.243092677450644
D2,2021-04-28,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[100.0, 100.0]","[3, 3]","[32368.297070642395, 28500.04899008257]",30372.653032602477,1.0941699753434904,33232.84501979904,27758.62408678108
D2,2021-05-01,Influent,County 10,N1_per_PMMoV,"['1', '3']","[90.0, 85.0]","[2, 3]","[0.0002365426084172364, 0.00017931183332085506]",0.0002059487527852,1.2163687395257683,0.0002505096248322,0.0001693144077884
D2,2021-05-01,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '3']","[90.0, 85.0]","[2, 3]","[21.746606142856898, 11.07930991229626]",15.522158000656905,1.6110038198166263,25.00625583085548,9.635084541527483
D2,2021-05-01,Influent,County 10,pmmov_gc_per_mL,"['1', '3']","[90.0, 85.0]","[2, 3]","[91935.2597334099, 61787.94621139858]",75369.03132811838,1.3244370456648822,99821.53718683706,56906.46571297187
D2,2021-05-02,Influent,County 10,N1_per_PMMoV,"['1', '3']","[85.0, 85.0]","[3, 3]","[0.00018548320363348842, 0.00030779930931748014]",0.0002389384899265,1.4306630678669,0.0003418404730298,0.0001670124121417
D2,2021-05-02,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '3']","[85.0, 85.0]","[3, 3]","[22.75419361867997, 15.732735575973146]",18.92051033791603,1.298132302505574,24.56132564953945,14.575178740561991
D2,2021-05-02,Influent,County 10,pmmov_gc_per_mL,"['1', '3']","[85.0, 85.0]","[3, 3]","[122675.2243488411, 51113.615592118134]",79185.69479422092,1.857189942399748,147062.87595376317,42637.37003222298
D2,2021-05-03,Influent,County 10,N1_per_PMMoV,"['1', '2']","[90.0, 95.0]","[3, 3]","[0.0002309747067200156, 0.000578915952193753]",0.00036567053788,1.915013031047493,0.0007002638451104,0.0001909493731643
D2,2021-05-03,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 95.0]","[3, 3]","[3.925003260320632, 5.529816600935974]",4.658814032310032,1.2742876844506,5.936669345518313,3.6560143279722954
D2,2021-05-03,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[90.0, 95.0]","[3, 3]","[16993.216772771866, 9552.019736165848]",12740.468672480672,1.5028105932555875,19146.51128404491,8477.76075684999
D2,2021-05-04,Influent,County 10,N1_per_PMMoV,"['1', '2']","[95.0, 95.0]","[3, 3]","[0.0007432842168532188, 0.00043506263574589137]",0.0005686608747685,1.4604115080784557,0.0008304788857058,0.0003893840000731
D2,2021-05-04,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 95.0]","[3, 3]","[17.77138114853919, 10.376850763434444]",13.57980007358368,1.4629162588011575,19.866110318914725,9.282691331021342
D2,2021-05-04,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[95.0, 95.0]","[3, 3]","[23909.267472107, 23851.394973608556]",23880.31369155097,1.0017150992777355,23921.27080031545,23839.42670802241
D2,2021-05-05,Influent,County 10,N1_per_PMMoV,['2'],[100.0],[3],[0.0013455919268241226],0.0013455919268241,,,
D2,2021-05-05,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,['2'],[100.0],[3],[44.481494463289835],44.48149446328984,,,
D2,2021-05-05,Influent,County 10,pmmov_gc_per_mL,['2'],[100.0],[3],[33057.19481260224],33057.19481260221,,,
D2,2021-05-08,Influent,County 10,N1_per_PMMoV,"['1', '2']","[70.0, 70.0]","[3, 3]","[0.017959897181655426, nan]",0.0179598971816554,,,
D2,2021-05-08,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[70.0, 70.0]","[3, 3]","[12.115535704007664, 7.432553099115439]",9.489434253118883,1.4127044478930637,13.405765977369835,6.717211280301142
D2,2021-05-08,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[70.0, 70.0]","[3, 3]","[674.5882552369341, nan]",674.5882552369341,,,
D2,2021-05-09,Influent,County 10,N1_per_PMMoV,"['1', '2']","[75.0, 70.0]","[3, 3]","[0.0024398140828606864, nan]",0.0024398140828606,,,
D2,2021-05-09,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[75.0, 70.0]","[3, 3]","[2.2826385201656665, 3.3649640393775417]",2.7714610831212183,1.315764304281753,3.646589563876944,2.1063507150196616
D2,2021-05-09,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[75.0, 70.0]","[3, 3]","[935.5788771779154, nan]",935.5788771779156,,,
D2,2021-05-10,Influent,County 10,N1_per_PMMoV,['2'],[95.0],[3],[0.0013513111479551163],0.0013513111479551,,,
D2,2021-05-10,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,['2'],[95.0],[3],[13.950119697629182],13.95011969762918,,,
D2,2021-05-10,Influent,County 10,pmmov_gc_per_mL,['2'],[95.0],[3],[10323.395702565856],10323.395702565866,,,
D2,2021-05-11,Influent,County 10,N1_per_PMMoV,"['1', '2']","[95.0, 75.0]","[3, 3]","[0.00047576785605030675, nan]",0.0004757678560503,,,
D2,2021-05-11,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 75.0]","[3, 3]","[10.008325222600206, 6.293897770453596]",7.936710641348714,1.3881641030556768,11.017456808660285,5.717415270916558
D2,2021-05-11,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[95.0, 75.0]","[3, 3]","[21036.15260115838, nan]",21036.152601158366,,,
D2,2021-05-12,Influent,County 10,N1_per_PMMoV,"['1', '2']","[80.0, 70.0]","[3, 3]","[7.735788787553424e-05, nan]",7.735788787553428e-05,,,
D2,2021-05-12,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[80.0, 70.0]","[3, 3]","[7.037379086642627, 9.957739235397307]",8.37116394806754,1.278192332574174,10.69995757314128,6.549220907317372
D2,2021-05-12,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[80.0, 70.0]","[3, 3]","[90971.70669868197, nan]",90971.70669868204,,,
D2,2021-05-15,Influent,County 10,N1_per_PMMoV,"['1', '2']","[80.0, 70.0]","[3, 3]","[0.00014383055297997722, nan]",0.0001438305529799,,,
D2,2021-05-15,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[80.0, 70.0]","[3, 3]","[43.47537185874614, 23.487978109137536]",31.95541554267201,1.5455345109129923,49.388197531765016,20.67596376336819
D2,2021-05-15,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[80.0, 70.0]","[3, 3]","[302267.9879760901, nan]",302267.9879760901,,,
D2,2021-05-16,Influent,County 10,N1_per_PMMoV,"['1', '2']","[75.0, 70.0]","[3, 3]","[0.00047508125022810633, nan]",0.0004750812502281,,,
D2,2021-05-16,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[75.0, 70.0]","[3, 3]","[32.61414209694022, 36.33619989297064]",34.42490358116009,1.079411471725368,37.1586358385439,31.892289903250845
D2,2021-05-16,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[75.0, 70.0]","[3, 3]","[68649.60905377935, nan]",68649.6090537793,,,
D2,2021-05-17,Influent,County 10,N1_per_PMMoV,"['1', '2']","[90.0, 75.0]","[3, 3]","[0.0005084006130418553, nan]",0.0005084006130418,,,
D2,2021-05-17,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 75.0]","[3, 3]","[19.2000018303676, 15.511642949564486]",17.257565674904637,1.1628101829073365,20.067273098971228,14.841257781004384
D2,2021-05-17,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[90.0, 75.0]","[3, 3]","[37765.497007351, nan]",37765.49700735098,,,
D2,2021-05-18,Influent,County 10,N1_per_PMMoV,"['1', '2']","[80.0, 75.0]","[1, 1]","[0.00012032961859691988, nan]",0.0001203296185969,,,
D2,2021-05-18,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[80.0, 75.0]","[1, 1]","[1.790416848790967, 1.7685420581408202]",1.7794458403364737,1.0087303228441342,1.7949809770062626,1.7640451566076574
D2,2021-05-18,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[80.0, 75.0]","[1, 1]","[14879.269706559155, nan]",14879.269706559147,,,
D2,2021-05-19,Influent,County 10,N1_per_PMMoV,['2'],[80.0],[3],[0.00016983686109522334],0.0001698368610952,,,
D2,2021-05-19,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,['2'],[80.0],[3],[5.17996326915955],5.179963269159549,,,
D2,2021-05-19,Influent,County 10,pmmov_gc_per_mL,['2'],[80.0],[3],[30499.640865685054],30499.64086568508,,,
D2,2021-05-22,Influent,County 10,N1_per_PMMoV,"['1', '2']","[90.0, 75.0]","[3, 3]","[0.0002507213828043224, nan]",0.0002507213828043,,,
D2,2021-05-22,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 75.0]","[3, 3]","[14.161703691952404, 10.670646397972174]",12.29286510499815,1.221577266161192,15.016684548251952,10.063108937536546
D2,2021-05-22,Influent,County 10,pmmov_gc_per_mL,"['1', '2']","[90.0, 75.0]","[3, 3]","[56483.82891619988, nan]",56483.82891619987,,,
D2,2021-05-23,Influent,County 10,N1_per_PMMoV,"['1', '2']","[75.0, 75.0]","[3, 3]","[0.00011822797290320469, nan]",0.0001182279729032,,,
D2,2021-05-23,Influent,County 10,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[75.0, 75.0]","[3, 3]","[4.175066227791346, 6.690047277072358]",5.285015652657261,1.395697492933636,7.376283096528764,3.786648381483163
