sample_code,date_sampling,sample_level,county,measurement,replicate,quality_score,detected_of_3_TechReps,value,gmean_value,gstd_value,gmean_value_upper,gmean_value_lower
F,2021-02-09,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[90.0, 75.0]","[3, 3]","[98153.74326604068, nan]",98153.74326604062,,,
F,2021-02-10,Influent,County 6,N1_per_PMMoV,"['1', '2']","[90.0, 80.0]","[3, 3]","[nan, nan]",,,,
F,2021-02-10,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 80.0]","[3, 3]","[122.57552849540633, 122.77893684072399]",122.67719050971073,1.001173125606446,122.82110626322452,122.53344338962434
F,2021-02-10,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[90.0, 80.0]","[3, 3]","[nan, nan]",,,,
F,2021-02-11,Influent,County 6,N1_per_PMMoV,"['1', '2']","[90.0, 70.0]","[3, 3]","[0.0012208914376667802, nan]",0.0012208914376667,,,
F,2021-02-11,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 70.0]","[3, 3]","[119.73208051647464, 133.5057298433093]",126.43147865547496,1.0800370118777758,136.55067641434795,117.06217218950528
F,2021-02-11,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[90.0, 70.0]","[3, 3]","[98069.39161215848, nan]",98069.3916121585,,,
F,2021-02-16,Influent,County 6,N1_per_PMMoV,"['1', '2']","[95.0, 80.0]","[3, 3]","[0.0003327274247206003, nan]",0.0003327274247206,,,
F,2021-02-16,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 80.0]","[3, 3]","[13.817026637487942, 43.17482951962721]",24.42432741226849,2.238142710048089,54.66513034559643,10.912765885131469
F,2021-02-16,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[95.0, 80.0]","[3, 3]","[41526.56382049195, nan]",41526.56382049197,,,
F,2021-02-17,Influent,County 6,N1_per_PMMoV,"['1', '2']","[100.0, 65.0]","[3, 3]","[0.002470376363699266, nan]",0.0024703763636992,,,
F,2021-02-17,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[100.0, 65.0]","[3, 3]","[36.54049317695781, 15.168033613180803]",23.5424601252779,1.86210975510622,43.838644658479176,12.642896081028784
F,2021-02-17,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[100.0, 65.0]","[3, 3]","[14791.468099314323, nan]",14791.468099314325,,,
F,2021-02-18,Influent,County 6,N1_per_PMMoV,"['1', '2']","[90.0, 65.0]","[1, 3]","[0.0002285961445583351, nan]",0.0002285961445583,,,
F,2021-02-18,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 65.0]","[1, 3]","[3.103144300846609, 8.52832934394564]",5.144379126717607,2.0439191464107123,10.514694993493736,2.5169190942565187
F,2021-02-18,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[90.0, 65.0]","[1, 3]","[13574.788441170416, nan]",13574.788441170416,,,
F,2021-02-22,Influent,County 6,N1_per_PMMoV,"['1', '2']","[97.5, 80.0]","[3, 3]","[0.0006924436577116241, nan]",0.0006924436577116,,,
F,2021-02-22,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[97.5, 80.0]","[3, 3]","[24.894487862627358, 32.35253168418362]",28.379564960322693,1.2035727330249386,34.15687056135437,23.57943494532013
F,2021-02-22,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[97.5, 80.0]","[3, 3]","[35951.64398631108, nan]",35951.64398631106,,,
F,2021-02-23,Influent,County 6,N1_per_PMMoV,"['1', '2']","[80.0, 100.0]","[3, 3]","[nan, 0.002521244328475468]",0.0025212443284754,,,
F,2021-02-23,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[80.0, 100.0]","[3, 3]","[133.46534842942393, 66.91049151440376]",94.49990509812112,1.6294579375380416,153.9836204587251,57.99468824638802
F,2021-02-23,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[80.0, 100.0]","[3, 3]","[nan, 26538.67804825676]",26538.67804825676,,,
F,2021-03-02,Influent,County 6,N1_per_PMMoV,"['1', '2']","[90.0, 65.0]","[3, 3]","[0.00031777613649304937, nan]",0.000317776136493,,,
F,2021-03-02,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 65.0]","[3, 3]","[9.431785939478333, 7.485535237816289]",8.402497605206756,1.177532950849916,9.894217799568464,7.135679387266428
F,2021-03-02,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[90.0, 65.0]","[3, 3]","[29680.59856088228, nan]",29680.598560882263,,,
F,2021-03-03,Influent,County 6,N1_per_PMMoV,"['1', '2']","[85.0, 85.0]","[3, 3]","[0.0005341764868810278, nan]",0.000534176486881,,,
F,2021-03-03,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[85.0, 85.0]","[3, 3]","[8.411505178213927, 9.067891844374662]",8.733534176061905,1.054568374911024,9.210108943279492,8.281619650123465
F,2021-03-03,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[85.0, 85.0]","[3, 3]","[15746.678082607827, nan]",15746.678082607828,,,
F,2021-03-04,Influent,County 6,N1_per_PMMoV,"['1', '2']","[85.0, 75.0]","[3, 3]","[0.0012776685463814319, nan]",0.0012776685463814,,,
F,2021-03-04,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[85.0, 75.0]","[3, 3]","[15.830630632503372, 14.496444975400573]",15.148856916941815,1.0642347435043384,16.121939855385495,14.234507010229043
F,2021-03-04,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[85.0, 75.0]","[3, 3]","[12390.248376496651, nan]",12390.248376496647,,,
F,2021-03-08,Influent,County 6,N1_per_PMMoV,"['1', '2']","[90.0, 75.0]","[3, 3]","[0.003773222054238376, nan]",0.0037732220542383,,,
F,2021-03-08,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 75.0]","[3, 3]","[7.384804287177235, 6.8376030493419035]",7.105938383689816,1.05594716806221,7.50349551268182,6.729444993663903
F,2021-03-08,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[90.0, 75.0]","[3, 3]","[1957.1613281762861, nan]",1957.161328176286,,,
F,2021-03-09,Influent,County 6,N1_per_PMMoV,"['1', '2']","[85.0, 77.5]","[3, 3]","[0.00033406448392074426, nan]",0.0003340644839207,,,
F,2021-03-09,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[85.0, 77.5]","[3, 3]","[11.208454621153626, 37.9190224503567]",20.61585900255744,2.367443791568244,48.8068874034509,8.708066935308764
F,2021-03-09,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[85.0, 77.5]","[3, 3]","[33551.76967514091, nan]",33551.76967514089,,,
F,2021-03-10,Influent,County 6,N1_per_PMMoV,"['1', '2']","[100.0, 80.0]","[3, 3]","[0.002774272034271015, nan]",0.002774272034271,,,
F,2021-03-10,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[100.0, 80.0]","[3, 3]","[65.96304154089968, 27.97022401982273]",42.953475399876986,1.834304070503182,78.78973476825266,23.416769384420597
F,2021-03-10,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[100.0, 80.0]","[3, 3]","[23776.70276239963, nan]",23776.702762399644,,,
F,2021-03-15,Influent,County 6,N1_per_PMMoV,"['1', '2']","[95.0, 95.0]","[3, 3]","[0.002003122795811377, 0.0018496703560136338]",0.0019248680097262,1.0579746325474355,0.0020364615252924,0.0018193895680574
F,2021-03-15,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 95.0]","[3, 3]","[35.25212909330634, 26.42611710634337]",30.5217445711684,1.2260151179635077,37.42012027087308,24.895080104613257
F,2021-03-15,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[95.0, 95.0]","[3, 3]","[17598.586151093772, 14286.933355679828]",15856.53895069371,1.1588322444097316,18375.06862080272,13683.204818632288
F,2021-03-16,Influent,County 6,N1_per_PMMoV,"['1', '2']","[90.0, 90.0]","[3, 3]","[0.001228676122190077, 0.002684934261757342]",0.0018162914460711,1.7380413012206917,0.0031567895483255,0.0010450220284152
F,2021-03-16,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 90.0]","[3, 3]","[21.81020734694116, 27.025086702915576]",24.27803007988192,1.1636886656801728,28.25206842900089,20.86299436945317
F,2021-03-16,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[90.0, 90.0]","[3, 3]","[17750.981689190103, 10065.4556380934]",13366.814082837816,1.4935621119973808,19964.16707223958,8949.620491485297
F,2021-03-17,Influent,County 6,N1_per_PMMoV,"['1', '2']","[85.0, 75.0]","[3, 3]","[0.026476015702676672, 0.03028363402221766]",0.028315896063984,1.09967276724962,0.0311382197818339,0.025749383732403
F,2021-03-17,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[85.0, 75.0]","[3, 3]","[30.18742751113327, 37.85484787887661]",33.80444462328237,1.1735601229328092,39.67154818777461,28.80503858532845
F,2021-03-17,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[85.0, 75.0]","[3, 3]","[1140.1801483325673, 1250.0100830403746]",1193.832769653346,1.0671903114123564,1274.0467652206305,1118.6690479539554
F,2021-03-22,Influent,County 6,N1_per_PMMoV,"['1', '2']","[85.0, 70.0]","[3, 2]","[0.0019352477437671613, nan]",0.0019352477437671,,,
F,2021-03-22,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[85.0, 70.0]","[3, 2]","[45.74686165783, 24.868796996786926]",33.729355401618186,1.5387773368699214,51.90196767924113,21.919581601213466
F,2021-03-22,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[85.0, 70.0]","[3, 2]","[23638.762429857674, nan]",23638.76242985765,,,
F,2021-03-23,Influent,County 6,N1_per_PMMoV,"['1', '2']","[85.0, 80.0]","[3, 3]","[0.00042320618228221534, nan]",0.0004232061822822,,,
F,2021-03-23,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[85.0, 80.0]","[3, 3]","[17.526341644897283, 32.97485591925324]",24.04014539332272,1.563489234888194,37.58650852760707,15.37595837367044
F,2021-03-23,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[85.0, 80.0]","[3, 3]","[41413.245785738145, nan]",41413.24578573815,,,
F,2021-03-24,Influent,County 6,N1_per_PMMoV,"['1', '2']","[90.0, 70.0]","[3, 3]","[0.0031097745107418863, nan]",0.0031097745107418,,,
F,2021-03-24,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 70.0]","[3, 3]","[41.54313891214796, 31.835400753253175]",36.36677708866015,1.2070736130252953,43.89737701449454,30.12805242052628
F,2021-03-24,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[90.0, 70.0]","[3, 3]","[13358.891060637441, nan]",13358.89106063744,,,
F,2021-03-29,Influent,County 6,N1_per_PMMoV,"['1', '2']","[95.0, 80.0]","[3, 3]","[0.0014323369774187484, nan]",0.0014323369774187,,,
F,2021-03-29,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 80.0]","[3, 3]","[36.30541629684554, 37.09308178758703]",36.697135801466665,1.0152927690565758,37.25833662431629,36.144388022743584
F,2021-03-29,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[95.0, 80.0]","[3, 3]","[25346.979704644975, nan]",25346.97970464499,,,
F,2021-03-30,Influent,County 6,N1_per_PMMoV,"['1', '2']","[92.5, 75.0]","[2, 3]","[0.0002044683658042425, nan]",0.0002044683658042,,,
F,2021-03-30,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[92.5, 75.0]","[2, 3]","[26.543747526869126, 7.665535031552537]",14.26436211458126,2.406730013012833,34.33046841764592,5.926864267057778
F,2021-03-30,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[92.5, 75.0]","[2, 3]","[129818.35807443212, nan]",129818.35807443206,,,
F,2021-03-31,Influent,County 6,N1_per_PMMoV,['2'],[65.0],[3],[nan],,,,
F,2021-03-31,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,['2'],[65.0],[3],[7.351376317164527],7.351376317164527,,,
F,2021-03-31,Influent,County 6,pmmov_gc_per_mL,['2'],[65.0],[3],[nan],,,,
F,2021-04-05,Influent,County 6,N1_per_PMMoV,"['1', '2']","[80.0, 95.0]","[3, 3]","[0.000419480209383232, 0.00036297892011547884]",0.0003902082436491,1.1077138092965482,0.0004322390599914,0.0003522644932059
F,2021-04-05,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[80.0, 95.0]","[3, 3]","[11.265439078175305, 15.844908917619051]",13.360383830963618,1.2727759098609517,17.004774686546266,10.497043295251569
F,2021-04-05,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[80.0, 95.0]","[3, 3]","[26855.710534566213, 43652.42177859287]",34239.11218794501,1.409871451492955,48272.74679824816,24285.27235705652
F,2021-04-06,Influent,County 6,N1_per_PMMoV,"['1', '2']","[90.0, 70.0]","[3, 3]","[0.00010939520614493803, nan]",0.0001093952061449,,,
F,2021-04-06,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 70.0]","[3, 3]","[11.896140112083659, 7.060448155865405]",9.16471933647057,1.4461451053803909,13.253514010621938,6.337344228026068
F,2021-04-06,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[90.0, 70.0]","[3, 3]","[108744.61990886902, nan]",108744.61990886896,,,
F,2021-04-07,Influent,County 6,N1_per_PMMoV,"['1', '2']","[95.0, 70.0]","[3, 3]","[0.0005728292268189404, nan]",0.0005728292268189,,,
F,2021-04-07,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 70.0]","[3, 3]","[10.063952264659994, 25.733270753189093]",16.09280610936657,1.942254415200172,31.25632371887752,8.285632398836904
F,2021-04-07,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[95.0, 70.0]","[3, 3]","[17568.85262392696, nan]",17568.85262392695,,,
F,2021-04-12,Influent,County 6,N1_per_PMMoV,"['1', '2']","[100.0, 75.0]","[3, 3]","[0.004380700676860305, nan]",0.0043807006768603,,,
F,2021-04-12,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[100.0, 75.0]","[3, 3]","[28.55820113137902, 29.002213963212828]",28.77935127164477,1.0109689810214328,29.09503142955259,28.467096233326117
F,2021-04-12,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[100.0, 75.0]","[3, 3]","[6519.094372785813, nan]",6519.094372785814,,,
F,2021-04-13,Influent,County 6,N1_per_PMMoV,"['1', '2']","[95.0, 85.0]","[2, 3]","[0.0009070100895674863, 0.0016035013706245324]",0.0012059817253141,1.4961621936752074,0.0018043442636782,0.0008060501263915
F,2021-04-13,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 85.0]","[2, 3]","[2.781162199941223, 5.297088017485998]",3.838236699839348,1.5770888617228078,6.053240347972344,2.4337478965176813
F,2021-04-13,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[95.0, 85.0]","[2, 3]","[3066.2968713693563, 3303.450882254554]",3182.665723097457,1.054089502053792,3354.8145272634706,3019.350555049016
F,2021-04-14,Influent,County 6,N1_per_PMMoV,"['1', '2']","[95.0, 80.0]","[3, 3]","[0.002998544150795832, 0.0015892851767989552]",0.0021830120867363,1.5665902934154363,0.0034198855454897,0.0013934799008469
F,2021-04-14,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 80.0]","[3, 3]","[6.892367371202275, 5.586941425183797]",6.205421241443254,1.1600697644857942,7.198721558096221,5.349179360944583
F,2021-04-14,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[95.0, 80.0]","[3, 3]","[2298.5712481081855, 3515.3800631531003]",2842.59591559132,1.3504276564865336,3838.7201406301774,2104.9597895432807
F,2021-04-19,Influent,County 6,N1_per_PMMoV,"['1', '2']","[90.0, 90.0]","[3, 3]","[0.0013264658434347773, 0.0012221906604311398]",0.0012732612321228,1.059601767564006,0.001349149852128,0.0012016412874149
F,2021-04-19,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 90.0]","[3, 3]","[6.510747303573728, 6.178623577637657]",6.3425118681719015,1.037717100473089,6.581733025555501,6.111985497088164
F,2021-04-19,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[90.0, 90.0]","[3, 3]","[4908.3414667615325, 5055.3680188147455]",4981.312324728149,1.0210892420303577,5086.3644259731445,4878.42993509871
F,2021-04-20,Influent,County 6,N1_per_PMMoV,"['1', '2']","[85.0, 100.0]","[3, 3]","[0.0024728426533050193, 0.004392121389968954]",0.0032956069413096,1.501092588217804,0.0049470111532791,0.0021954721295522
F,2021-04-20,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[85.0, 100.0]","[3, 3]","[7.923896857845982, 27.69279961412211]",14.813334798326157,2.4224881355858265,35.88512779740577,6.114925633988242
F,2021-04-20,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[85.0, 100.0]","[3, 3]","[3204.3675917897503, 6305.107977518321]",4494.8730422443205,1.613816599056002,7253.900726223234,2785.244026411418
F,2021-04-21,Influent,County 6,N1_per_PMMoV,"['1', '3']","[85.0, 70.0]","[3, 3]","[0.0006392895780564261, nan]",0.0006392895780564,,,
F,2021-04-21,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '3']","[85.0, 70.0]","[3, 3]","[6.816489364830554, 2.380187052203755]",4.02796719545409,2.1043220817764245,8.476140314065097,1.9141400598019505
F,2021-04-21,Influent,County 6,pmmov_gc_per_mL,"['1', '3']","[85.0, 70.0]","[3, 3]","[10662.600484672543, nan]",10662.600484672535,,,
F,2021-04-26,Influent,County 6,N1_per_PMMoV,"['1', '2']","[100.0, 100.0]","[3, 3]","[0.007209530615495814, 0.008572590570788017]",0.0078615745353082,1.1302591469698926,0.0088856165281177,0.0069555504650276
F,2021-04-26,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[100.0, 100.0]","[3, 3]","[42.367967082301334, 35.97272569391704]",39.03961139740677,1.1226646145294206,43.82839028084805,34.7740642148686
F,2021-04-26,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[100.0, 100.0]","[3, 3]","[5876.660956434208, 4196.249126430673]",4965.876901894198,1.2689019495513063,6301.2108820453495,3913.522950808115
F,2021-04-27,Influent,County 6,N1_per_PMMoV,"['1', '2']","[100.0, 100.0]","[3, 3]","[0.01645415766389967, 0.00874712574049752]",0.0119969406950314,1.5632821651489537,0.0187546034248923,0.0076742004498518
F,2021-04-27,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[100.0, 100.0]","[3, 3]","[76.7850043144627, 58.96443617346748]",67.28732782611863,1.205300770547693,81.101468076916,55.82617174926639
F,2021-04-27,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[100.0, 100.0]","[3, 3]","[4666.601954527795, 6741.007037371534]",5608.707214330553,1.297005862228556,7274.5261365103215,4324.349933695363
F,2021-04-28,Influent,County 6,N1_per_PMMoV,"['1', '2']","[95.0, 100.0]","[3, 3]","[0.0036029062469686056, 0.012295039753595955]",0.0066556649205739,2.3820032222034246,0.0158538152867133,0.0027941460609852
F,2021-04-28,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 100.0]","[3, 3]","[27.33009687562208, 50.18843541159771]",37.03585832453282,1.5369143437175874,56.9209418908669,24.097542244903572
F,2021-04-28,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[95.0, 100.0]","[3, 3]","[7585.569815650056, 4082.0067618666294]",5564.56173297547,1.54986075309941,8624.29583813752,3590.362374069712
F,2021-05-04,Influent,County 6,N1_per_PMMoV,"['1', '2']","[95.0, 95.0]","[3, 1]","[0.00012792809398950417, 0.00020494433547909089]",0.0001619201599918,1.3954797467178308,0.0002259563038539,0.0001160318953913
F,2021-05-04,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 95.0]","[3, 1]","[3.0804355292441734, 2.842578887118051]",2.9591182805960643,1.058468023036416,3.132132076393434,2.7956614807382403
F,2021-05-04,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[95.0, 95.0]","[3, 1]","[24079.42956999662, 13870.004655035029]",18275.168952062853,1.4770706886957807,26993.71639005523,12372.575728382644
F,2021-05-05,Influent,County 6,N1_per_PMMoV,"['1', '2']","[90.0, 90.0]","[3, 3]","[0.00034860812523623537, 0.00022519631943767492]",0.0002801879132462,1.3620468620198196,0.0003816290680128,0.0002057109201299
F,2021-05-05,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 90.0]","[3, 3]","[3.647313534039319, 2.5335134416917033]",3.0398220119856827,1.2938965863156024,3.933215324315301,2.349354688879456
F,2021-05-05,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[90.0, 90.0]","[3, 3]","[10462.502936693474, 11250.24355645775]",10849.22606677343,1.0526705738503246,11420.661029542289,10306.382961851505
F,2021-05-06,Influent,County 6,N1_per_PMMoV,"['1', '2']","[90.0, 75.0]","[3, 2]","[0.0002456802655943639, nan]",0.0002456802655943,,,
F,2021-05-06,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 75.0]","[3, 2]","[2.9945366186468263, 2.7338404308881037]",2.8612209421559265,1.066524031084639,3.051560893051927,2.682753373354473
F,2021-05-06,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[90.0, 75.0]","[3, 2]","[12188.755215655072, nan]",12188.75521565507,,,
F,2021-05-11,Influent,County 6,N1_per_PMMoV,"['1', '2']","[95.0, 70.0]","[3, 3]","[8.42957343826113e-05, nan]",8.429573438261126e-05,,,
F,2021-05-11,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 70.0]","[3, 3]","[4.125841364631357, 3.024526462918196]",3.5325226664708134,1.2455379997525118,4.399891216076466,2.8361420263153154
F,2021-05-11,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[95.0, 70.0]","[3, 3]","[48944.84157293782, nan]",48944.84157293785,,,
F,2021-05-12,Influent,County 6,N1_per_PMMoV,"['1', '2']","[90.0, 75.0]","[1, 1]","[0.0005597739029529955, nan]",0.0005597739029529,,,
F,2021-05-12,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 75.0]","[1, 1]","[2.01333836667925, 2.4883118696472426]",2.2382613242032687,1.1615699493464389,2.599897092978884,1.926927711467255
F,2021-05-12,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[90.0, 75.0]","[1, 1]","[3596.6992317044674, nan]",3596.69923170447,,,
F,2021-05-13,Influent,County 6,N1_per_PMMoV,"['1', '2']","[85.0, 85.0]","[3, 2]","[0.00016901133319474683, 0.00013109809940802455]",0.0001488524926235,1.1967615249172183,0.0001781409360599,0.0001243794102035
F,2021-05-13,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[85.0, 85.0]","[3, 2]","[2.2925920618999855, 2.284735113522776]",2.2886602161103946,1.0024304382842004,2.294222663519156,2.283111255108889
F,2021-05-13,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[85.0, 85.0]","[3, 2]","[13564.723847591324, 17427.675335031796]",15375.357011308228,1.1938599220566792,18356.022523114058,12878.694331928727
F,2021-05-17,Influent,County 6,N1_per_PMMoV,"['1', '2']","[75.0, 65.0]","[2, 2]","[2.200628206775914e-05, nan]",2.2006282067759157e-05,,,
F,2021-05-17,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[75.0, 65.0]","[2, 2]","[1.93260055562266, 2.5625508337239262]",2.2253959569178177,1.2207931089537252,2.716748048898753,1.8229099923615089
F,2021-05-17,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[75.0, 65.0]","[2, 2]","[87820.4028137068, nan]",87820.40281370681,,,
F,2021-05-18,Influent,County 6,N1_per_PMMoV,"['1', '2']","[95.0, 75.0]","[2, 3]","[0.0005140831745398551, nan]",0.0005140831745398,,,
F,2021-05-18,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 75.0]","[2, 3]","[10.847457627118644, 2.2666100014166313]",4.958523565293427,3.025506408892104,15.002044825437787,1.638906977926107
F,2021-05-18,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[95.0, 75.0]","[2, 3]","[21100.58870693049, nan]",21100.58870693048,,,
F,2021-05-19,Influent,County 6,N1_per_PMMoV,"['1', '2']","[65.0, 80.0]","[3, 3]","[nan, 0.00015111508583233457]",0.0001511150858323,,,
F,2021-05-19,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[65.0, 80.0]","[3, 3]","[2.5775680221675343, 5.1285655828149235]",3.635825442159283,1.6265725916774705,5.91393401233991,2.235267863704556
F,2021-05-19,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[65.0, 80.0]","[3, 3]","[nan, 33938.14425983371]",33938.14425983372,,,
F,2021-05-25,Influent,County 6,N1_per_PMMoV,"['1', '2']","[75.0, 95.0]","[3, 3]","[nan, 0.00010757644846604701]",0.000107576448466,,,
F,2021-05-25,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[75.0, 95.0]","[3, 3]","[4.300021168721615, 9.923381926486309]",6.532285384855795,1.8063981702152576,11.79990836652738,3.616193535048467
F,2021-05-25,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[75.0, 95.0]","[3, 3]","[nan, 92244.92970334766]",92244.92970334772,,,
F,2021-05-26,Influent,County 6,N1_per_PMMoV,"['1', '2']","[95.0, 70.0]","[3, 3]","[0.00013505116235411536, nan]",0.0001350511623541,,,
F,2021-05-26,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 70.0]","[3, 3]","[6.32631407884734, 16.103045176975765]",10.09321165018432,1.9360372611282968,19.540833839211075,5.213335431520636
F,2021-05-26,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[95.0, 70.0]","[3, 3]","[46843.83287467915, nan]",46843.83287467917,,,
F,2021-05-27,Influent,County 6,N1_per_PMMoV,"['1', '2']","[70.0, 80.0]","[3, 3]","[nan, 0.0003964084629267491]",0.0003964084629267,,,
F,2021-05-27,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[70.0, 80.0]","[3, 3]","[3.5936054847607397, 5.673516074215018]",4.515349209327813,1.3811306233653715,6.2362870681912606,3.269313657187152
F,2021-05-27,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[70.0, 80.0]","[3, 3]","[nan, 14312.29805823648]",14312.29805823649,,,
F,2021-06-01,Influent,County 6,N1_per_PMMoV,"['1', '2']","[90.0, 75.0]","[3, 3]","[0.0002702087292643329, nan]",0.0002702087292643,,,
F,2021-06-01,Influent,County 6,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 75.0]","[3, 3]","[4.4094928282217385, 5.34277429798699]",4.853753696859892,1.145400271664993,5.559490802978284,4.2376048067496175
F,2021-06-01,Influent,County 6,pmmov_gc_per_mL,"['1', '2']","[90.0, 75.0]","[3, 3]","[16318.839292227796, nan]",16318.839292227787,,,
F,2021-06-02,Influent,County 6,N1_per_PMMoV,"['1', '2']","[95.0, 70.0]","[2, 3]","[0.0002888588406378852, nan]",0.0002888588406378,,,
