sample_code,date_sampling,Flow
B_B_SQ,2020-12-09 00:00:00,0.4796
B_B_SQ,2020-12-10 00:00:00,0.5036
B_B_SQ,2020-12-11 00:00:00,0.5049
B_B_SQ,2020-12-12 00:00:00,0.5076
B_B_SQ,2020-12-13 00:00:00,0.7026
B_B_SQ,2020-12-16 00:00:00,0.5115
B_B_SQ,2020-12-17 00:00:00,0.5876
B_B_SQ,2020-12-18 00:00:00,0.5109
B_B_SQ,2020-12-19 00:00:00,0.5013
B_B_SQ,2020-12-20 00:00:00,0.4817
B_B_SQ,2020-12-23 00:00:00,0.5182
B_B_SQ,2020-12-24 00:00:00,0.4979
B_B_SQ,2020-12-25 00:00:00,0.5438
B_B_SQ,2020-12-26 00:00:00,0.5256
B_B_SQ,2020-12-27 00:00:00,0.494
B_B_SQ,2020-12-30 00:00:00,0.5413
B_B_SQ,2020-12-31 00:00:00,0.5486
B_B_SQ,2021-01-01 00:00:00,0.5307
B_B_SQ,2021-01-02 00:00:00,0.5612
B_B_SQ,2021-01-03 00:00:00,0.5469
B_B_SQ,2021-01-04 00:00:00,0.644
B_B_SQ,2021-01-05 00:00:00,0.5537
B_B_SQ,2021-01-06 00:00:00,0.5542
B_B_SQ,2021-01-07 00:00:00,0.5536
B_B_SQ,2021-01-08 00:00:00,0.5346
B_B_SQ,2021-01-09 00:00:00,0.5164
B_B_SQ,2021-01-10 00:00:00,0.5081
B_B_SQ,2021-01-11 00:00:00,0.5061
B_B_SQ,2021-01-12 00:00:00,0.5187
B_B_SQ,2021-01-13 00:00:00,0.5109
B_B_SQ,2021-01-14 00:00:00,0.4936
B_B_SQ,2021-01-15 00:00:00,0.4918
B_B_SQ,2021-01-16 00:00:00,0.4828
B_B_SQ,2021-01-17 00:00:00,0.4908
B_B_SQ,2021-01-18 00:00:00,0.5108
B_B_SQ,2021-01-19 00:00:00,0.5197
B_B_SQ,2021-01-20 00:00:00,0.5338
B_B_SQ,2021-01-21 00:00:00,0.5492
B_B_SQ,2021-01-22 00:00:00,0.544
B_B_SQ,2021-01-23 00:00:00,0.5024
B_B_SQ,2021-01-24 00:00:00,0.5097
B_B_SQ,2021-01-25 00:00:00,0.5395
B_B_SQ,2021-01-26 00:00:00,0.6851
B_B_SQ,2021-01-27 00:00:00,0.8998
B_B_SQ,2021-01-28 00:00:00,0.8136
B_B_SQ,2021-01-29 00:00:00,0.714
B_B_SQ,2021-01-30 00:00:00,0.6259
B_B_SQ,2021-01-31 00:00:00,0.6072
B_B_SQ,2021-02-01 00:00:00,0.6237
B_B_SQ,2021-02-02 00:00:00,0.66
B_B_SQ,2021-02-03 00:00:00,0.5887
B_B_SQ,2021-02-04 00:00:00,0.5804
B_B_SQ,2021-02-05 00:00:00,0.5827
B_B_SQ,2021-02-06 00:00:00,0.5747
B_B_SQ,2021-02-07 00:00:00,0.6112
B_B_SQ,2021-02-08 00:00:00,0.5935
B_B_SQ,2021-02-10 00:00:00,0.5268
B_B_SQ,2021-02-11 00:00:00,0.606
B_B_SQ,2021-02-12 00:00:00,0.6341
B_B_SQ,2021-02-13 00:00:00,0.6489
B_B_SQ,2021-02-14 00:00:00,0.6427
B_B_SQ,2021-02-15 00:00:00,0.6216
B_B_SQ,2021-02-16 00:00:00,0.592
B_B_SQ,2021-02-17 00:00:00,0.5596
B_B_SQ,2021-02-18 00:00:00,0.547
B_B_SQ,2021-02-19 00:00:00,0.5993
B_B_SQ,2021-02-20 00:00:00,0.5434
B_B_SQ,2021-02-21 00:00:00,0.5224
B_B_SQ,2021-02-22 00:00:00,0.5498
B_B_SQ,2021-02-23 00:00:00,0.5304
B_B_SQ,2021-02-25 00:00:00,0.4829
B_B_SQ,2021-02-26 00:00:00,0.4678
B_B_SQ,2021-02-27 00:00:00,0.4593
B_B_SQ,2021-02-28 00:00:00,0.4983
B_B_SQ,2021-03-01 00:00:00,0.5101
B_B_SQ,2021-03-02 00:00:00,0.5164
B_B_SQ,2021-03-03 00:00:00,0.5225
B_B_SQ,2021-03-04 00:00:00,0.523
B_B_SQ,2021-03-05 00:00:00,0.5121
B_B_SQ,2021-03-06 00:00:00,0.4628
B_B_SQ,2021-03-07 00:00:00,0.4771
B_B_SQ,2021-03-08 00:00:00,0.4847
B_B_SQ,2021-03-09 00:00:00,0.57
B_B_SQ,2021-03-10 00:00:00,0.5227
B_B_SQ,2021-03-11 00:00:00,0.5375
B_B_SQ,2021-03-12 00:00:00,0.5832
B_B_SQ,2021-03-13 00:00:00,0.6034
B_B_SQ,2021-03-14 00:00:00,0.6404
B_B_SQ,2021-03-15 00:00:00,0.5801
B_B_SQ,2021-03-16 00:00:00,0.5104
B_B_SQ,2021-03-17 00:00:00,0.5235
B_B_SQ,2021-03-18 00:00:00,0.6184
B_B_SQ,2021-03-19 00:00:00,0.5712
B_B_SQ,2021-03-20 00:00:00,0.5182
B_B_SQ,2021-03-21 00:00:00,0.5216
B_B_SQ,2021-03-22 00:00:00,0.5493
B_B_SQ,2021-03-23 00:00:00,0.5597
B_B_SQ,2021-03-24 00:00:00,0.5126
B_B_SQ,2021-03-25 00:00:00,0.4698
B_B_SQ,2021-03-26 00:00:00,0.4739
B_B_SQ,2021-03-27 00:00:00,0.441
B_B_SQ,2021-03-28 00:00:00,0.4323
B_B_SQ,2021-03-29 00:00:00,0.4651
B_B_SQ,2021-03-30 00:00:00,0.4685
B_B_SQ,2021-03-31 00:00:00,0.4599
B_B_SQ,2021-04-01 00:00:00,0.4656
B_B_SQ,2021-04-02 00:00:00,0.4511
B_B_SQ,2021-04-03 00:00:00,0.4476
B_B_SQ,2021-04-04 00:00:00,0.448
B_B_SQ,2021-04-05 00:00:00,0.4545
B_B_SQ,2021-04-06 00:00:00,0.4521
B_B_SQ,2021-04-07 00:00:00,0.4532
B_B_SQ,2021-04-08 00:00:00,0.4594
B_B_SQ,2021-04-09 00:00:00,0.4543
B_B_SQ,2021-04-10 00:00:00,0.4555
B_B_SQ,2021-04-11 00:00:00,0.4481
B_B_SQ,2021-04-12 00:00:00,0.4486
B_B_SQ,2021-04-13 00:00:00,0.4541
B_B_SQ,2021-04-14 00:00:00,0.4653
B_B_SQ,2021-04-15 00:00:00,0.4206
B_B_SQ,2021-04-16 00:00:00,0.4703
B_B_SQ,2021-04-17 00:00:00,0.4567
B_B_SQ,2021-04-18 00:00:00,0.4576
B_B_SQ,2021-04-19 00:00:00,0.4536
B_B_SQ,2021-04-20 00:00:00,0.462
B_B_SQ,2021-04-21 00:00:00,0.4645
B_B_SQ,2021-04-22 00:00:00,0.4618
B_B_SQ,2021-04-23 00:00:00,0.4696
B_B_SQ,2021-04-24 00:00:00,0.4657
B_B_SQ,2021-04-25 00:00:00,0.4646
B_B_SQ,2021-04-26 00:00:00,0.4765
B_B_SQ,2021-04-27 00:00:00,0.4703
B_B_SQ,2021-04-28 00:00:00,0.4629
B_B_SQ,2021-04-29 00:00:00,0.5036
B_B_SQ,2021-04-30 00:00:00,0.5067
B_B_SQ,2021-05-01 00:00:00,0.4744
B_B_SQ,2021-05-02 00:00:00,0.4409
B_B_SQ,2021-05-03 00:00:00,0.4406
B_B_SQ,2021-05-04 00:00:00,0.4545
B_B_SQ,2021-05-05 00:00:00,0.4896
B_B_SQ,2021-05-06 00:00:00,0.4287
B_B_SQ,2021-05-07 00:00:00,0.463
B_B_SQ,2021-05-08 00:00:00,0.4674
B_B_SQ,2021-05-09 00:00:00,0.4773
B_B_SQ,2021-05-10 00:00:00,0.4795
B_B_SQ,2021-05-11 00:00:00,0.4646
B_B_SQ,2021-05-12 00:00:00,0.4454
B_B_SQ,2021-05-13 00:00:00,0.4456
B_B_SQ,2021-05-14 00:00:00,0.441
B_B_SQ,2021-05-15 00:00:00,0.439
B_B_SQ,2021-05-16 00:00:00,0.4328
B_B_SQ,2021-05-17 00:00:00,0.4191
B_B_SQ,2021-05-18 00:00:00,0.4503
B_B_SQ,2021-05-19 00:00:00,0.4314
B_B_SQ,2021-05-20 00:00:00,0.4222
B_B_SQ,2021-05-21 00:00:00,0.461
B_B_SQ,2021-05-22 00:00:00,0.4608
B_B_SQ,2021-05-23 00:00:00,0.4679
B_B_SQ,2021-05-24 00:00:00,0.4605
B_B_SQ,2021-05-25 00:00:00,0.4421
B_B_SQ,2021-05-26 00:00:00,0.4319
B_B_SQ,2021-05-27 00:00:00,0.4275
B_B_SQ,2021-05-29 00:00:00,0.4633
B_B_SQ,2021-05-30 00:00:00,0.4501
B_B_SQ,2021-05-31 00:00:00,0.4479
B_B_SQ,2021-06-01 00:00:00,0.442
B_B_SQ,2021-06-02 00:00:00,0.4222
B_B_SQ,2021-06-03 00:00:00,0.3968
B_B_SQ,2021-06-04 00:00:00,0.4175
B_B_SQ,2021-06-05 00:00:00,0.4087
B_B_SQ,2021-06-06 00:00:00,0.4117
B_B_SQ,2021-06-07 00:00:00,0.4366
B_B_SQ,2021-06-08 00:00:00,0.4197
B_B_SQ,2021-06-09 00:00:00,0.4382
B_B_SQ,2021-06-10 00:00:00,0.4025
B_B_SQ,2021-06-11 00:00:00,0.4156
B_B_SQ,2021-06-12 00:00:00,0.406
B_B_SQ,2021-06-13 00:00:00,0.4091
B_B_SQ,2021-06-14 00:00:00,0.4188
B_B_SQ,2021-06-15 00:00:00,0.4351
B_B_SQ,2021-06-16 00:00:00,0.4585
B_B_SQ,2021-06-17 00:00:00,0.4196
B_B_SQ,2021-06-18 00:00:00,0.435
B_B_SQ,2021-06-19 00:00:00,0.4524
B_B_SQ,2021-06-20 00:00:00,0.4459
B_B_SQ,2021-06-21 00:00:00,0.4408
B_B_SQ,2021-06-22 00:00:00,0.4486
B_B_SQ,2021-06-23 00:00:00,0.4849
B_B_SQ,2021-06-24 00:00:00,0.5015
B_B_SQ,2021-06-25 00:00:00,0.4834
B_B_SQ,2021-06-26 00:00:00,0.4593
B_B_SQ,2021-06-27 00:00:00,0.4669
B_B_SQ,2021-06-28 00:00:00,0.4575
B_B_SQ,2021-06-29 00:00:00,0.4318
B_B_SQ,2021-06-30 00:00:00,0.4272
B_B_SQ,2021-07-01 00:00:00,0.417
B_B_SQ,2021-07-02 00:00:00,0.4284
B_B_SQ,2021-07-03 00:00:00,0.4245
B_B_SQ,2021-07-04 00:00:00,0.4208
B_B_SQ,2021-07-05 00:00:00,0.4277
B_B_SQ,2021-07-06 00:00:00,0.4343
B_B_SQ,2021-07-07 00:00:00,0.4369
B_B_SQ,2021-07-08 00:00:00,0.4532
B_B_SQ,2021-07-09 00:00:00,0.4464
B_B_SQ,2021-07-10 00:00:00,0.4423
B_B_SQ,2021-07-11 00:00:00,0.4424
B_B_SQ,2021-07-12 00:00:00,0.4289
B_B_SQ,2021-07-13 00:00:00,0.4306
B_B_SQ,2021-07-14 00:00:00,0.4231
B_B_SQ,2021-07-15 00:00:00,0.4178
B_B_SQ,2021-07-16 00:00:00,0.4088
B_B_SQ,2021-07-17 00:00:00,0.4184
B_B_SQ,2021-07-18 00:00:00,0.4145
B_B_SQ,2021-07-19 00:00:00,0.4244
B_B_SQ,2021-07-20 00:00:00,0.3899
B_B_SQ,2021-07-21 00:00:00,0.4101
B_B_SQ,2021-07-22 00:00:00,0.4502
B_B_SQ,2021-07-23 00:00:00,0.4397
B_B_SQ,2021-07-24 00:00:00,0.4405
B_B_SQ,2021-07-25 00:00:00,0.4178
B_B_SQ,2021-07-26 00:00:00,0.4147
B_B_SQ,2021-07-27 00:00:00,0.4562
B_B_SQ,2021-07-28 00:00:00,0.4176
B_B_SQ,2021-07-29 00:00:00,0.4275
B_B_SQ,2021-07-30 00:00:00,0.4135
B_B_SQ,2021-07-31 00:00:00,0.4193
B_B_SQ,2021-08-01 00:00:00,0.4135
B_B_SQ,2021-08-02 00:00:00,0.4211
B_B_SQ,2021-08-03 00:00:00,0.4182
B_B_SQ,2021-08-04 00:00:00,0.4147
B_B_SQ,2021-08-05 00:00:00,0.4017
B_B_SQ,2021-08-06 00:00:00,0.4205
B_B_SQ,2021-08-07 00:00:00,0.4123
B_B_SQ,2021-08-08 00:00:00,0.4167
B_B_SQ,2021-08-09 00:00:00,0.4683
B_B_SQ,2021-08-10 00:00:00,0.4573
B_B_SQ,2021-08-11 00:00:00,0.4433
B_B_SQ,2021-08-12 00:00:00,0.4532
B_B_SQ,2021-08-13 00:00:00,0.4306
B_B_SQ,2021-08-14 00:00:00,0.4334
B_B_SQ,2021-08-15 00:00:00,0.4332
B_B_SQ,2021-08-16 00:00:00,0.4311
B_B_SQ,2021-08-17 00:00:00,0.4494
B_B_SQ,2021-08-18 00:00:00,0.4662
B_B_SQ,2021-08-19 00:00:00,0.4677
B_B_SQ,2021-08-20 00:00:00,0.4579
B_B_SQ,2021-08-21 00:00:00,0.4476
B_B_SQ,2021-08-22 00:00:00,0.443
B_B_SQ,2021-08-23 00:00:00,0.4437
B_B_SQ,2021-08-24 00:00:00,0.4165
B_B_SQ,2021-08-25 00:00:00,0.4228
B_B_SQ,2021-08-26 00:00:00,0.4364
B_B_SQ,2021-08-27 00:00:00,0.4532
B_B_SQ,2021-08-28 00:00:00,0.4236
B_B_SQ,2021-08-29 00:00:00,0.4456
B_B_SQ,2021-08-30 00:00:00,0.4569
B_B_SQ,2021-08-31 00:00:00,0.4563
B_B_SQ,2021-09-01 00:00:00,0.4431
B_B_SQ,2021-09-02 00:00:00,0.4246
B_B_SQ,2021-09-03 00:00:00,0.4332
B_B_SQ,2021-09-04 00:00:00,0.4382
B_B_SQ,2021-09-05 00:00:00,0.4254
B_B_SQ,2021-09-06 00:00:00,0.4348
B_B_SQ,2021-09-07 00:00:00,0.4547
B_B_SQ,2021-09-08 00:00:00,0.4604
B_B_SQ,2021-09-09 00:00:00,0.4412
B_B_SQ,2021-09-10 00:00:00,0.4179
B_B_SQ,2021-09-11 00:00:00,0.4628
B_B_SQ,2021-09-12 00:00:00,0.45
B_B_SQ,2021-09-13 00:00:00,0.5254
B_B_SQ,2021-09-14 00:00:00,0.5021
B_B_SQ,2021-09-15 00:00:00,0.4573
B_B_SQ,2021-09-16 00:00:00,0.4601
B_B_SQ,2021-09-17 00:00:00,0.4721
B_B_SQ,2021-09-18 00:00:00,0.4653
B_B_SQ,2021-09-19 00:00:00,0.4675
B_B_SQ,2021-09-20 00:00:00,0.4927
B_B_SQ,2021-09-21 00:00:00,0.4673
B_B_SQ,2021-09-22 00:00:00,0.4613
B_B_SQ,2021-09-23 00:00:00,0.483
B_B_SQ,2021-09-24 00:00:00,0.4829
B_B_SQ,2021-09-25 00:00:00,0.4726
B_B_SQ,2021-09-26 00:00:00,0.4614
B_B_SQ,2021-09-27 00:00:00,0.4643
B_B_SQ,2021-09-28 00:00:00,0.4967
B_B_SQ,2021-09-29 00:00:00,0.4849
B_B_SQ,2021-09-30 00:00:00,0.4967
B_B_SQ,2021-10-01 00:00:00,0.4871
B_B_SQ,2021-10-02 00:00:00,0.492
B_B_SQ,2021-10-03 00:00:00,0.4778
B_B_SQ,2021-10-04 00:00:00,0.5057
B_B_SQ,2021-10-05 00:00:00,0.5095
B_B_SQ,2021-10-06 00:00:00,0.4936
B_B_SQ,2021-10-07 00:00:00,0.4873
B_B_SQ,2021-10-08 00:00:00,0.4976
B_B_SQ,2021-10-09 00:00:00,0.4969
B_B_SQ,2021-10-10 00:00:00,0.4928
B_B_SQ,2021-10-11 00:00:00,0.4844
B_B_SQ,2021-10-12 00:00:00,0.4746
B_B_SQ,2021-10-13 00:00:00,0.4698
B_B_SQ,2021-10-14 00:00:00,0.4857
B_B_SQ,2021-10-15 00:00:00,0.4585
B_B_SQ,2021-10-16 00:00:00,0.4997
B_B_SQ,2021-10-17 00:00:00,0.5302
B_B_SQ,2021-10-18 00:00:00,0.5073
B_B_SQ,2021-10-19 00:00:00,0.4811
B_B_SQ,2021-10-20 00:00:00,0.5476
B_B_SQ,2021-10-21 00:00:00,0.9225
B_B_SQ,2021-05-28 00:00:00,0.4361
B_B_SQ,2021-02-09 00:00:00,0.5787
B5,2021-05-14 00:00:00,3.2501
B5,2021-09-12 00:00:00,2.8246
B5,2020-07-01 00:00:00,3.486
B5,2020-07-02 00:00:00,3.5563
B5,2020-07-03 00:00:00,3.4856
B5,2020-07-04 00:00:00,3.4207
B5,2020-07-05 00:00:00,3.459
B5,2020-07-06 00:00:00,3.51
B5,2020-07-07 00:00:00,3.4896
B5,2020-07-08 00:00:00,3.4704
B5,2020-07-09 00:00:00,3.4201
B5,2020-07-10 00:00:00,3.4805
B5,2020-07-11 00:00:00,3.4346
B5,2020-07-12 00:00:00,3.3875
B5,2020-07-13 00:00:00,3.4842
B5,2020-07-14 00:00:00,3.4539
B5,2020-07-15 00:00:00,3.5058
B5,2020-07-16 00:00:00,3.838
B5,2020-07-17 00:00:00,3.4497
B5,2020-07-18 00:00:00,3.4309
B5,2020-07-19 00:00:00,3.4807
B5,2020-07-20 00:00:00,3.5835
B5,2020-07-21 00:00:00,3.6229
B5,2020-07-22 00:00:00,3.5998
B5,2020-07-23 00:00:00,3.5132
B5,2020-07-24 00:00:00,3.456
B5,2020-07-25 00:00:00,3.448
B5,2020-07-26 00:00:00,3.4172
B5,2020-07-27 00:00:00,3.3152
B5,2020-07-28 00:00:00,3.1265
B5,2020-07-29 00:00:00,3.1641
B5,2020-07-30 00:00:00,3.1119
B5,2020-07-31 00:00:00,3.0985
B5,2020-08-01 00:00:00,3.0621
B5,2020-08-02 00:00:00,3.0736
B5,2020-08-03 00:00:00,3.1871
B5,2020-08-04 00:00:00,3.1024
B5,2020-08-05 00:00:00,3.1317
B5,2020-08-06 00:00:00,3.1136
B5,2020-08-07 00:00:00,3.0987
B5,2020-08-08 00:00:00,3.0154
B5,2020-08-09 00:00:00,3.0636
B5,2020-08-10 00:00:00,3.0765
B5,2020-08-11 00:00:00,3.1162
B5,2020-08-12 00:00:00,3.161
B5,2020-08-13 00:00:00,3.6391
B5,2020-08-14 00:00:00,3.0108
B5,2020-08-15 00:00:00,3.1415
B5,2020-08-16 00:00:00,3.169
B5,2020-08-17 00:00:00,3.2383
B5,2020-08-18 00:00:00,3.2433
B5,2020-08-19 00:00:00,3.2059
B5,2020-08-20 00:00:00,3.2562
B5,2020-08-21 00:00:00,3.2704
B5,2020-08-22 00:00:00,3.3019
B5,2020-08-23 00:00:00,3.2475
B5,2020-08-24 00:00:00,3.3272
B5,2020-08-25 00:00:00,3.2925
B5,2020-08-26 00:00:00,3.3156
B5,2020-08-27 00:00:00,3.2795
B5,2020-08-28 00:00:00,3.2732
B5,2020-08-29 00:00:00,3.2456
B5,2020-08-30 00:00:00,3.2577
B5,2020-08-31 00:00:00,3.2819
B5,2020-09-01 00:00:00,3.1883
B5,2020-09-02 00:00:00,3.1818
B5,2020-09-03 00:00:00,3.2131
B5,2020-09-04 00:00:00,3.1061
B5,2020-09-05 00:00:00,3.0239
B5,2020-09-06 00:00:00,2.9213
B5,2020-09-07 00:00:00,3.1109
B5,2020-09-08 00:00:00,3.1693
B5,2020-09-09 00:00:00,3.1856
B5,2020-09-10 00:00:00,3.3267
B5,2020-09-11 00:00:00,3.2271
B5,2020-09-12 00:00:00,3.2483
B5,2020-09-13 00:00:00,3.2268
B5,2020-09-14 00:00:00,3.2898
B5,2020-09-15 00:00:00,3.2457
B5,2020-09-16 00:00:00,3.3097
B5,2020-09-17 00:00:00,3.2715
B5,2020-09-18 00:00:00,3.1943
B5,2020-09-19 00:00:00,3.1489
B5,2020-09-20 00:00:00,3.1685
B5,2020-09-21 00:00:00,3.2316
B5,2020-09-22 00:00:00,3.1584
B5,2020-09-23 00:00:00,3.2471
B5,2020-09-24 00:00:00,3.2148
B5,2020-09-25 00:00:00,3.0969
B5,2020-09-26 00:00:00,3.0731
B5,2020-09-27 00:00:00,3.0939
B5,2020-09-28 00:00:00,3.1616
B5,2020-09-29 00:00:00,3.1463
B5,2020-09-30 00:00:00,3.1812
B5,2020-10-01 00:00:00,3.1643
B5,2020-10-02 00:00:00,3.0532
B5,2020-10-03 00:00:00,3.095
B5,2020-10-04 00:00:00,3.081
B5,2020-10-05 00:00:00,3.0636
B5,2020-10-06 00:00:00,3.0194
B5,2020-10-07 00:00:00,3.0827
B5,2020-10-08 00:00:00,3.1865
B5,2020-10-09 00:00:00,3.1593
B5,2020-10-10 00:00:00,3.2254
B5,2020-10-11 00:00:00,3.0374
B5,2020-10-12 00:00:00,3.1122
B5,2020-10-14 00:00:00,3.1729
B5,2020-10-15 00:00:00,3.1909
B5,2020-10-16 00:00:00,3.191
B5,2020-10-17 00:00:00,3.2679
B5,2020-10-18 00:00:00,3.3163
B5,2020-10-19 00:00:00,3.7527
B5,2020-10-21 00:00:00,3.4046
B5,2020-10-22 00:00:00,3.3055
B5,2020-10-23 00:00:00,3.2558
B5,2020-10-24 00:00:00,3.1658
B5,2020-10-25 00:00:00,3.1664
B5,2020-10-26 00:00:00,3.2873
B5,2020-10-28 00:00:00,3.1605
B5,2020-10-29 00:00:00,3.165
B5,2020-10-30 00:00:00,3.1526
B5,2020-10-31 00:00:00,3.1876
B5,2020-11-01 00:00:00,3.248
B5,2020-11-02 00:00:00,3.2503
B5,2020-11-04 00:00:00,3.2296
B5,2020-11-05 00:00:00,3.2847
B5,2020-11-06 00:00:00,3.1963
B5,2020-11-07 00:00:00,3.2114
B5,2020-11-08 00:00:00,3.1289
B5,2020-11-09 00:00:00,3.241
B5,2020-11-11 00:00:00,3.2355
B5,2020-11-12 00:00:00,3.2255
B5,2020-11-13 00:00:00,3.3818
B5,2020-11-14 00:00:00,4.1523
B5,2020-11-15 00:00:00,3.3893
B5,2020-11-16 00:00:00,3.4185
B5,2020-11-18 00:00:00,4.698
B5,2020-11-19 00:00:00,3.5995
B5,2020-11-20 00:00:00,3.417
B5,2020-11-21 00:00:00,3.3106
B5,2020-11-22 00:00:00,3.2967
B5,2020-11-23 00:00:00,3.3992
B5,2020-11-24 00:00:00,3.4895
B5,2020-11-25 00:00:00,3.4291
B5,2020-11-26 00:00:00,3.4363
B5,2020-11-27 00:00:00,3.3225
B5,2020-11-28 00:00:00,3.3894
B5,2020-11-29 00:00:00,3.426
B5,2020-11-30 00:00:00,3.512
B5,2020-12-02 00:00:00,3.6468
B5,2020-12-03 00:00:00,3.5552
B5,2020-12-04 00:00:00,3.5133
B5,2020-12-05 00:00:00,3.4422
B5,2020-12-06 00:00:00,3.5188
B5,2020-12-07 00:00:00,3.4964
B5,2020-12-09 00:00:00,3.541
B5,2020-12-10 00:00:00,3.4856
B5,2020-12-11 00:00:00,3.4682
B5,2020-12-12 00:00:00,3.7407
B5,2020-12-13 00:00:00,6.5197
B5,2020-12-14 00:00:00,4.2652
B5,2020-12-16 00:00:00,3.7897
B5,2020-12-17 00:00:00,4.6012
B5,2020-12-18 00:00:00,3.8454
B5,2020-12-19 00:00:00,3.6675
B5,2020-12-20 00:00:00,3.6269
B5,2020-12-21 00:00:00,3.6104
B5,2020-12-23 00:00:00,3.6062
B5,2020-12-24 00:00:00,3.7013
B5,2020-12-25 00:00:00,5.5354
B5,2020-12-26 00:00:00,4.8194
B5,2020-12-27 00:00:00,3.9559
B5,2020-12-28 00:00:00,3.9696
B5,2020-12-30 00:00:00,3.6942
B5,2020-12-31 00:00:00,3.717
B5,2021-01-01 00:00:00,3.4273
B5,2021-01-02 00:00:00,3.9414
B5,2021-01-03 00:00:00,3.7265
B5,2021-01-04 00:00:00,6.3461
B5,2021-01-05 00:00:00,4.5975
B5,2021-01-06 00:00:00,4.044
B5,2021-01-07 00:00:00,3.8576
B5,2021-01-08 00:00:00,3.7864
B5,2021-01-09 00:00:00,3.6947
B5,2021-01-10 00:00:00,3.6908
B5,2021-01-11 00:00:00,3.6952
B5,2021-01-12 00:00:00,3.6567
B5,2021-01-13 00:00:00,3.6157
B5,2021-01-14 00:00:00,3.6083
B5,2021-01-15 00:00:00,3.4976
B5,2021-01-16 00:00:00,3.5764
B5,2021-01-17 00:00:00,3.4905
B5,2021-01-18 00:00:00,3.596
B5,2021-01-19 00:00:00,3.4878
B5,2021-01-21 00:00:00,3.4471
B5,2021-01-22 00:00:00,3.8006
B5,2021-01-23 00:00:00,3.9316
B5,2021-01-24 00:00:00,3.8244
B5,2021-01-25 00:00:00,3.9188
B5,2021-01-26 00:00:00,5.3046
B5,2021-01-27 00:00:00,10.1253
B5,2021-01-28 00:00:00,8.0886
B5,2021-01-29 00:00:00,6.1931
B5,2021-01-30 00:00:00,5.058
B5,2021-01-31 00:00:00,4.5904
B5,2021-02-01 00:00:00,4.8584
B5,2021-02-02 00:00:00,7.3219
B5,2021-02-03 00:00:00,5.2473
B5,2021-02-04 00:00:00,4.659
B5,2021-02-05 00:00:00,4.3924
B5,2021-02-06 00:00:00,4.1966
B5,2021-02-07 00:00:00,4.1157
B5,2021-02-08 00:00:00,4.0641
B5,2021-02-09 00:00:00,3.964
B5,2021-02-10 00:00:00,3.928
B5,2021-02-11 00:00:00,4.2667
B5,2021-02-12 00:00:00,4.3688
B5,2021-02-13 00:00:00,4.0407
B5,2021-02-14 00:00:00,3.7907
B5,2021-02-15 00:00:00,3.8969
B5,2021-02-16 00:00:00,3.8212
B5,2021-02-17 00:00:00,3.7363
B5,2021-02-18 00:00:00,3.6704
B5,2021-02-19 00:00:00,3.7201
B5,2021-02-20 00:00:00,3.7242
B5,2021-02-21 00:00:00,3.6692
B5,2021-02-22 00:00:00,3.6994
B5,2021-02-23 00:00:00,3.5849
B5,2021-02-24 00:00:00,3.5801
B5,2021-02-25 00:00:00,3.5839
B5,2021-02-26 00:00:00,3.4891
B5,2021-02-27 00:00:00,3.4872
B5,2021-02-28 00:00:00,3.4745
B5,2021-03-01 00:00:00,3.5098
B5,2021-03-02 00:00:00,3.4668
B5,2021-03-03 00:00:00,3.4787
B5,2021-03-04 00:00:00,3.4762
B5,2021-03-05 00:00:00,3.4741
B5,2021-03-06 00:00:00,3.7184
B5,2021-03-07 00:00:00,3.5452
B5,2021-03-08 00:00:00,3.6058
B5,2021-03-09 00:00:00,4.7199
B5,2021-03-10 00:00:00,5.5408
B5,2021-03-11 00:00:00,4.8542
B5,2021-03-12 00:00:00,4.2056
B5,2021-03-13 00:00:00,3.9303
B5,2021-03-14 00:00:00,4.5601
B5,2021-03-15 00:00:00,4.7804
B5,2021-03-16 00:00:00,4.153
B5,2021-03-17 00:00:00,3.933
B5,2021-03-18 00:00:00,5.5316
B5,2021-03-19 00:00:00,5.515
B5,2021-03-20 00:00:00,4.4889
B5,2021-03-21 00:00:00,4.1683
B5,2021-03-22 00:00:00,4.0919
B5,2021-03-23 00:00:00,3.9417
B5,2021-03-24 00:00:00,3.8849
B5,2021-03-25 00:00:00,3.8299
B5,2021-03-26 00:00:00,3.7428
B5,2021-03-27 00:00:00,3.7128
B5,2021-03-28 00:00:00,3.7077
B5,2021-03-29 00:00:00,3.7457
B5,2021-03-30 00:00:00,3.6987
B5,2021-03-31 00:00:00,3.6377
B5,2021-04-01 00:00:00,3.6312
B5,2021-04-02 00:00:00,3.578
B5,2021-04-03 00:00:00,3.5599
B5,2021-04-04 00:00:00,3.4709
B5,2021-04-05 00:00:00,3.5618
B5,2021-04-06 00:00:00,3.5279
B5,2021-04-07 00:00:00,3.5351
B5,2021-04-08 00:00:00,3.465
B5,2021-04-09 00:00:00,3.4822
B5,2021-04-10 00:00:00,3.4759
B5,2021-04-11 00:00:00,3.4928
B5,2021-04-12 00:00:00,3.5971
B5,2021-04-13 00:00:00,3.5382
B5,2021-04-14 00:00:00,3.6002
B5,2021-04-15 00:00:00,3.5764
B5,2021-04-16 00:00:00,3.5555
B5,2021-04-17 00:00:00,3.4706
B5,2021-04-18 00:00:00,3.4462
B5,2021-04-19 00:00:00,3.4497
B5,2021-04-20 00:00:00,3.4898
